experiment_root,oof_weighted_r2,avg_corr
artifacts/server/dinov3-vitl-896-timm,0.493333939764351,0.45253486174509305
artifacts/server/dinov3-vithplus-896-timm,0.487280167399356,0.44434563207048416
artifacts/server/dinov2-vitl-reg4-518,0.4686587279191118,0.4380920460298353
artifacts/server/dinov2-vitg-reg4-518,0.46045043135524033,0.43139785545428866
